record_id,scenario_year,county,crop,depot_id,depot_name,depot_category,depot_lat,depot_lon,fertilizer_type,depot_stock_bags_est,factory_id,factory_name,coffee_society,factory_lat,factory_lon,factory_cherry_weight_kg_afa,estimated_acres,fertilizer_rate_bags_per_acre_assumed,factory_demand_bags_est,factory_storage_capacity_bags_est,vehicle_capacity_bags,trips_needed_if_single_factory,straight_line_distance_km,road_distance_km_est,travel_time_min_est,transport_cost_kes_est_one_way,route_time_limit_hours,delivery_window_days,priority_score_est,priority_class,nearest_depot_id_by_est_distance,nearest_depot_name_by_est_distance,distance_method,demand_method,source_1_factory_production,source_2_depot_network,source_3_fertilizer_rates,source_4_routing_method,data_quality_flag
R0224,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F19,Kerugoya Coffee Factory,Inoi FCS,-0.497353,37.297593,933821,333.5,6,2001,6404,200,11,1.93,2.61,4.5,469.0,8,10,0.554,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0225,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F19,Kerugoya Coffee Factory,Inoi FCS,-0.497353,37.297593,933821,333.5,5,1668,6404,200,9,1.93,2.61,4.5,469.0,8,10,0.465,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0226,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F20,Kaitheri Coffee Factory,Inoi FCS,-0.491191,37.297387,1205346,430.5,5,2152,8264,200,11,2.08,2.81,4.8,506.0,8,10,0.596,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0227,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F20,Kaitheri Coffee Factory,Inoi FCS,-0.491191,37.297387,1205346,430.5,6,2583,8264,200,13,2.08,2.81,4.8,506.0,8,10,0.712,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0228,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F20,Kaitheri Coffee Factory,Inoi FCS,-0.491191,37.297387,1205346,430.5,5,2152,8264,200,11,2.08,2.81,4.8,506.0,8,10,0.596,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0229,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F21,Kiaragana Coffee Factory,Mwirua FCS,-0.405977,37.401729,1069927,382.1,5,1911,7338,200,10,17.0,22.95,39.3,4131.0,8,10,0.557,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0230,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F21,Kiaragana Coffee Factory,Mwirua FCS,-0.405977,37.401729,1069927,382.1,6,2293,7338,200,12,17.0,22.95,39.3,4131.0,8,10,0.66,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0231,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F21,Kiaragana Coffee Factory,Mwirua FCS,-0.405977,37.401729,1069927,382.1,5,1911,7338,200,10,17.0,22.95,39.3,4131.0,8,10,0.557,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0232,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F22,Kegwa Coffee Factory,Ngiriambu FCS,-0.452361,37.442947,187844,67.1,5,335,1288,200,2,18.81,25.39,43.5,4571.0,8,10,0.148,Low,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0233,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F22,Kegwa Coffee Factory,Ngiriambu FCS,-0.452361,37.442947,187844,67.1,6,403,1288,200,3,18.81,25.39,43.5,4571.0,8,10,0.166,Low,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0234,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F22,Kegwa Coffee Factory,Ngiriambu FCS,-0.452361,37.442947,187844,67.1,5,335,1288,200,2,18.81,25.39,43.5,4571.0,8,10,0.148,Low,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0235,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,5,1543,5926,200,8,8.61,11.62,19.9,2092.0,8,10,0.446,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0236,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,6,1852,5926,200,10,8.61,11.62,19.9,2092.0,8,10,0.529,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0237,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F23,Karani Coffee Factory,Kabare FCS,-0.537101,37.347664,864121,308.6,5,1543,5926,200,8,8.61,11.62,19.9,2092.0,8,10,0.446,High,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0238,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,5,88,338,200,1,14.45,19.51,33.4,3512.0,8,10,0.046,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0239,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,6,106,338,200,1,14.45,19.51,33.4,3512.0,8,10,0.051,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0240,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F24,Kariru Coffee Factory,Baragwi FCS,-0.425995,37.38789,49525,17.7,5,88,338,200,1,14.45,19.51,33.4,3512.0,8,10,0.046,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0241,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,5,88,337,200,1,15.05,20.32,34.8,3658.0,8,10,0.05,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0242,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,6,105,337,200,1,15.05,20.32,34.8,3658.0,8,10,0.055,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0243,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F25,Thimu Coffee Factory,Baragwi FCS,-0.417322,37.388324,49227,17.6,5,88,337,200,1,15.05,20.32,34.8,3658.0,8,10,0.05,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0244,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,5,119,457,200,1,14.59,19.69,33.8,3545.0,8,10,0.06,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0245,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,6,143,457,200,1,14.59,19.69,33.8,3545.0,8,10,0.066,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0246,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F26,Gathambi Coffee Factory,Mwirua FCS,-0.407649,37.374548,66705,23.8,5,119,457,200,1,14.59,19.69,33.8,3545.0,8,10,0.06,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0247,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,5,481,1847,200,3,11.49,15.51,26.6,2792.0,8,10,0.132,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0248,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,6,577,1847,200,3,11.49,15.51,26.6,2792.0,8,10,0.158,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0249,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F27,Kagongo Coffee Factory,Baragwi FCS,-0.437165,37.363183,269086,96.1,5,481,1847,200,3,11.49,15.51,26.6,2792.0,8,10,0.132,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0250,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,NPK,7200,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,5,1753,6731,200,9,0.73,0.98,1.7,177.0,8,10,0.478,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0251,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,CAN,6600,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,6,2103,6731,200,11,0.73,0.98,1.7,177.0,8,10,0.572,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0252,2026,Kirinyaga,Coffee,D03,Kerugoya CC Office Satellite Depot,county_satellite,-0.4989,37.2803,Lime,5900,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,5,1753,6731,200,9,0.73,0.98,1.7,177.0,8,10,0.478,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0253,2026,Kirinyaga,Coffee,D04,Kiaga Animal Feeds Factory Satellite Depot,county_satellite,-0.42,37.31,NPK,5000,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,5,124,476,200,1,11.48,15.5,26.6,2790.0,8,10,0.092,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
